id,feet,median
sg:13e44b1f6f1b4e68a5fcb299f8331b10,220077,22.0
sg:b3767e8e3f484afeb6c68618ca4eb653,223750,23.0
sg:012586a7b8cb4e0fb1bfcc4e68947f77,9941,12.5
sg:dc2f561db84e4dae8a1a83714d63186c,8749,9.0
sg:3c7dd19ed73544feb0846dde11ca89f8,8353,10.0
sg:7280dae4ec1748c7ba21da920cf0de8d,10184,10.0
sg:79c8ea78414a45ab9a9b89e7ec832e69,200857,21.0
sg:43deee7fb66840e59b605c21fdc10ab2,15107,16.0
sg:0d5028ec625e41ee8bfb1e99ceb6edaf,207770,22.0
sg:61f949df45f34f81815f0fbe9f855ae7,12116,11.0
sg:74538dca729d44e3a9a376a4cbb96ec6,25994,59.0
sg:9250c12a117b4579abbc5ccab0baaf08,156624,24.0
sg:3a44f3d1ad5944ef9fa7680dac6d3935,6139,20.0
sg:32d445df398c41009fde3a7970d74d0b,9968,18.0
sg:e8ff1dc6d7e44f80ae330947f9627613,144843,16.0
sg:1e0a0a5019c24e509c56b19ffe771e55,2760,6.0
sg:e9dea9fbf1c94a2f8cf19d8ea2b8fd21,9072,9.0
sg:7319a56701a84b16a642a3eace82445e,9651,17.5
sg:2241196c00724acaba1abe958d926834,8937,10.0
sg:bec1b231df9a4cabb3ccc1a015c12802,9452,11.0
sg:0e66d8d33ae44895ad8d83391396c763,24865,17.0
sg:489839324f5c4718bd29aa897640d7fd,10678,37.0
sg:f9c3d9b8d02746a1b5a87dc16b1c53d4,11581,16.0
sg:c2b98df2c27d4a1da130c7dfd20c2a62,30596,10.0
sg:cb0fb79a9fe1466ba6cafa542a8a820c,23309,14.0
sg:4a42cd8e78514d6b8020b62c7f41d7b5,9143,10.0
sg:64442dcb503f4711a378d03f04bb5f3c,9405,10.0
sg:b5f69bbf70824a77b0221fcdce82305c,40024,18.5
sg:a6cacd075d7842ed93079d4f6d6f4ce6,111789,21.0
sg:a4e37235ce5e477495d5aea9444a193d,11310,12.0
sg:cb2b88d8c569433f8ebb0ffcade9b3c7,5534,38.5
sg:503425fdd48b4a359351a5a5001240da,153894,22.5
sg:1cea3b7faaff4582a374981373cd0f81,7510,9.0
sg:b5b10df220774bd5a3874a12f330b7bc,7623,11.0
sg:366f7689e73f476d8e22001d51e199d4,8727,15.0
