id,feet,median
sg:aff8cf0ed7ed48e1aa645f500ab56a94,9553,21.0
sg:55568949babf41d5a7ad7a732e146020,5144,40.0
sg:a0d8e7bd61c848b4b288129984ba5868,1282,16.5
sg:990d0fbc13714df38da20822583dfb52,7843,14.0
sg:0c66bf027b194c37be9f4a4aaa50355b,5216,21.0
sg:dab59581110b45fab1e0b2330e07ddbd,10177,19.0
sg:1f7d5cdb3eab4f0382d0754c0a94d6b2,39063,10.0
sg:76f6ca1661ea46c5bec971a9da74190b,41370,18.0
sg:61ee61aab1b64388a27633bd28afb2b4,11319,16.0
sg:c2e1f3ed89b74ee4a1a20de879d821c8,5856,12.0
sg:6caebfedef764c8f87aeaeb28b3aee4f,106424,19.0
sg:f27f0c9dc6554ef6ab66975102308262,11623,9.5
sg:3743792375674d8d820a6cf7bbad1435,15252,92.0
sg:0b953759f1a84dcaa4919162debc19f4,12816,20.0
sg:ad7a49c0da494711a5088b711be4302d,3073,19.0
sg:3b49102b493a4e57a42df19cbf83ea1a,10229,18.5
sg:152403b8ee2d40c3831983eee472fc35,46507,19.0
sg:8d3244903d8544bea2f7ace1679b2841,8415,20.0
sg:08811cbc393f4f05b41e5083a24cd4d8,16633,45.0
sg:529604b2a9f14f6a86277b3421465ccc,4503,15.0
sg:411b170587b848f388fce3c02fbb526f,26364,15.5
sg:83a4dfa6635249d58d64365700adaed6,8159,23.0
sg:d8063cfc486f404a98318b0ca6a574fc,9975,20.0
sg:f5a91c6826cb4a8eabc71ede85738a8f,17262,55.0
sg:88e6c60e13b540eaaa8de3086172cf28,28740,16.0
sg:37d84e17a2934833ae31f6d850d7b8ad,11853,21.0
sg:2aa78a873b094af8a2a271baa815419d,8675,20.0
sg:b43c756e362645858a8e9e10daee6219,202526,25.0
sg:4b8cd05cad0445c9b2c403cff08e2c32,2654,40.0
sg:e5e09f99568241dca296b38308c7c09f,10889,10.0
sg:21998aad46204497b4dac012048d1b45,11333,92.0
sg:13ce009bc3f24301887fcb51badf4503,5171,10.0
sg:97ea5031dcc14e4a8c1b0a8bc252a341,12966,12.0
sg:2111319c75d549b79365c88c31e0671b,5298,12.0
sg:7a1c35f253d94b6a94c1706572129559,13249,20.0
sg:0ab7ccea5bc14c6f856a44ec7a5ad4e2,36719,13.0
sg:021713268a1543009dbcdbbe37646b66,11184,18.0
sg:02530c3d4814433fb0a69ff8a0a30227,7273,13.0
sg:2ef80e0934ed4b74b4f56c20dacd9d24,7266,11.0
sg:9b674667f2434e87b3e72ba12d8f3687,156930,24.0
